id,category,name,shop_link,image_url
1,001001,MESH FOOTBALL JERSEY T-SHIRTS (3 COLOR),https://www.musinsa.com/products/5760939,https://image.msscdn.net/images/goods_img/20251121/5760939/5760939_17636994591100_500.png
2,001001,EL [크라잉넛] 플레임 로고 반팔티셔츠 3Color,https://www.musinsa.com/products/5758440,https://image.msscdn.net/images/goods_img/20251120/5758440/5758440_17636222992617_500.jpg
3,001001,[2PACK] 베이직 무지 오버핏 반팔 티셔츠,https://www.musinsa.com/products/4983063,https://image.msscdn.net/images/goods_img/20250403/4983063/4983063_17436569832790_500.png
4,001001,드셀리스 반소매 티셔츠,https://www.musinsa.com/products/5758409,https://image.msscdn.net/images/goods_img/20251120/5758409/5758409_17639714186235_500.jpg
5,001001,EL [크라잉넛] HISTORY 반팔티셔츠 3Color,https://www.musinsa.com/products/5758458,https://image.msscdn.net/images/goods_img/20251120/5758458/5758458_17636223759103_500.jpg
6,001001,스몰 트위치 로고 2PACK 티셔츠 컬러 믹스,https://www.musinsa.com/products/4705968,https://image.msscdn.net/images/goods_img/20250108/4705968/4705968_17376951200864_500.jpg
7,001001,크래그 SL 코튼 SS 남성 - BLACK / ATPFM09533,https://www.musinsa.com/products/5678820,https://image.msscdn.net/images/goods_img/20251103/5678820/5678820_17633693153379_500.jpg
8,001001,크래그 SL 코튼 셔츠 SS 남성,https://www.musinsa.com/products/5676984,https://image.msscdn.net/images/goods_img/20251103/5676984/5676984_17621447069009_500.jpg
9,001001,오버핏 1:1 스트라이프 반팔티 ( 5Color ),https://www.musinsa.com/products/5033156,https://image.msscdn.net/images/goods_img/20250416/5033156/5033156_17501417062351_500.jpg
10,001001,파리 생제르맹 어웨이 나이키 축구 티셔츠 M - 화이트 / HQ8335-100,https://www.musinsa.com/products/5131121,https://image.msscdn.net/images/goods_img/20250520/5131121/5131121_17479780262751_500.jpg
11,001001,[반팔티셔츠 느좋] 남여공용 오버핏,https://www.musinsa.com/products/5276582,https://image.msscdn.net/images/goods_img/20250728/5276582/5276582_17536915177233_500.jpg
12,001001,공용) 레이어드 반팔티 2팩_PHE5TR3788,https://www.musinsa.com/products/4237360,https://image.msscdn.net/images/goods_img/20240708/4237360/4237360_17204064890849_500.jpg
13,001001,[2PACK] 190g 싱글 에어그램 머슬핏 반팔 티셔츠 (JQ5TSU152BK),https://www.musinsa.com/products/4834586,https://image.msscdn.net/images/goods_img/20250226/4834586/4834586_17412429517338_500.jpg
14,001001,골드 하트 엠블럼 반소매 티셔츠 - 화이트 / AXT2160514,https://www.musinsa.com/products/4938286,https://image.msscdn.net/images/goods_img/20250325/4938286/4938286_17441018439367_500.jpg
15,001001,코소 비치  아트웍 티셔츠 (WHITE),https://www.musinsa.com/products/5099357,https://image.msscdn.net/images/goods_img/20250509/5099357/5099357_17509176952027_500.jpg
16,001001,ABC 카모 콜리지 ATS 티셔츠(M) BLACK/GREEN,https://www.musinsa.com/products/5298192,https://image.msscdn.net/images/goods_img/20250807/5298192/5298192_17629310508277_500.jpg
17,001001,BRN COOL MESH EXTRA FIT T-SHIRTS [BLACK],https://www.musinsa.com/products/5482556,https://image.msscdn.net/images/goods_img/20250917/5482556/5482556_17587947635758_500.jpg
18,001001,VLAD 피그먼트 슬래쉬 반팔 티셔츠_차콜,https://www.musinsa.com/products/4055771,https://image.msscdn.net/images/goods_img/20240415/4055771/4055771_17164413957204_500.png
19,001001,로고 반소매 티셔츠 - 네이비 / HTS048JE01194011,https://www.musinsa.com/products/4998015,https://image.msscdn.net/images/goods_img/20250408/4998015/4998015_17466740171111_500.jpg
20,001001,[2PACK] 파이니스트 실켓 오버핏 티셔츠,https://www.musinsa.com/products/3165127,https://image.msscdn.net/images/goods_img/20230321/3165127/3165127_17153033644679_500.jpg
21,001001,공용) 코튼 베이직 반팔티 3PACK_MSE5TS3001,https://www.musinsa.com/products/3458174,https://image.msscdn.net/images/goods_img/20230810/3458174/3458174_17122735369221_500.jpg
22,001001,[반팔티셔츠 햄스터밈] 남여공용 오버핏,https://www.musinsa.com/products/5276650,https://image.msscdn.net/images/goods_img/20250728/5276650/5276650_17536918372973_500.jpg
23,001001,DSN-Logo Tee White,https://www.musinsa.com/products/3863951,https://image.msscdn.net/images/goods_img/20240213/3863951/3863951_17173987154781_500.jpg
24,001001,남성) 밸런스 쿨에어 테크 퍼포먼스 모크넥 언더셔츠_MBD5TS1902,https://www.musinsa.com/products/3327809,https://image.msscdn.net/images/goods_img/20230526/3327809/3327809_16986438126336_500.jpg
25,001001,오버핏 백 프린팅 티셔츠 (화이트/그레이),https://www.musinsa.com/products/4041279,https://image.msscdn.net/images/goods_img/20240409/4041279/4041279_17126508081937_500.jpg
26,001001,스타일리쉬 원형 로고 오버 핏 반팔 블랙,https://www.musinsa.com/products/4957286,https://image.msscdn.net/images/goods_img/20250328/4957286/4957286_17431314752131_500.jpg
27,001001,[3PACK] 국산 20수 코마 헤비웨이트 기본 무지 남여 공용 반팔 티셔츠,https://www.musinsa.com/products/5221586,https://image.msscdn.net/images/goods_img/20250702/5221586/5221586_17514394024561_500.jpg
28,001001,야자수 그래픽 백 로고 반소매 티셔츠 - 화이트 / W251TS04716W,https://www.musinsa.com/products/5071645,https://image.msscdn.net/images/goods_img/20250428/5071645/5071645_17471840690582_500.jpg
29,001001,모먼트 피그먼트 오버핏 반팔 티셔츠,https://www.musinsa.com/products/5315296,https://image.msscdn.net/images/goods_img/20250812/5315296/5315296_17550100724872_500.jpg
30,001001,소주사랑해 티셔츠 I LOVE SOZU PRINTING T-SHIRTS_25SS,https://www.musinsa.com/products/5436271,https://image.msscdn.net/images/goods_img/20250910/5436271/5436271_17579255773570_500.jpg
31,001002,원 포켓 오버핏 플레이드 체크 셔츠 [카키],https://www.musinsa.com/products/4757618,https://image.msscdn.net/images/goods_img/20250204/4757618/4757618_17387440516375_500.jpg
32,001002,피그먼트 워싱 투 포켓 오버핏 긴팔 셔츠 [스카이 블루],https://www.musinsa.com/products/4856426,https://image.msscdn.net/images/goods_img/20250304/4856426/4856426_17416599647244_500.jpg
33,001002,프레첼 코듀로이 셔츠 카키브라운 JJLS7525,https://www.musinsa.com/products/2154603,https://image.msscdn.net/images/goods_img/20210930/2154603/2154603_1_500.jpg
34,001002,컨투어 폭스 헤드 스케이트 셔츠 - 화이트 / MM00405WC5012P100,https://www.musinsa.com/products/4938276,https://image.msscdn.net/images/goods_img/20250325/4938276/4938276_17455400768396_500.jpg
35,001002,W 슬림핏 니트 코튼 옥스포드 셔츠-샴브레이 인디고,https://www.musinsa.com/products/4253564,https://image.msscdn.net/images/goods_img/20240717/4253564/4253564_17231045900144_500.jpg
36,001002,오버사이즈 옥스포드 셔츠 [네이비],https://www.musinsa.com/products/3056556,https://image.msscdn.net/images/goods_img/20230202/3056556/3056556_17286314506641_500.jpg
37,001002,[ON]스트라이프 오버핏 셔츠 - 3color,https://www.musinsa.com/products/5289769,https://image.msscdn.net/images/goods_img/20250804/5289769/5289769_17630853866689_500.jpg
38,001002,피그먼트 코듀로이 셔츠 브라운,https://www.musinsa.com/products/4283487,https://image.msscdn.net/images/goods_img/20240730/4283487/4283487_17581606009194_500.jpg
39,001002,페이디드 셔츠 - 차콜 브라운,https://www.musinsa.com/products/5371402,https://image.msscdn.net/images/goods_img/20250827/5371402/5371402_17564539008811_500.jpg
40,001002,프리미엄 오버핏 플란넬 포켓 체크 셔츠 [오렌지],https://www.musinsa.com/products/5253332,https://image.msscdn.net/images/goods_img/20250717/5253332/5253332_17567733898628_500.jpg
41,001002,피그먼트 루즈핏 셔츠 진회색 SMLS4058,https://www.musinsa.com/products/483798,https://image.msscdn.net/images/goods_img/20170215/483798/483798_17042592753641_500.jpg
42,001002,OVERSIZED DENIM SHIRT black,https://www.musinsa.com/products/3062587,https://image.msscdn.net/images/goods_img/20230206/3062587/3062587_17248319677461_500.jpg
43,001002,릴렉스드 백 사틴 셔츠 [화이트],https://www.musinsa.com/products/4787889,https://image.msscdn.net/images/goods_img/20250214/4787889/4787889_17557629752595_500.jpg
44,001002,웨스턴 투 포켓 자수 스웨이드 셔츠 [브라운],https://www.musinsa.com/products/4757834,https://image.msscdn.net/images/goods_img/20250204/4757834/4757834_17387445886491_500.jpg
45,001002,"플레인 스트라이프 셔츠, Ivory Brown",https://www.musinsa.com/products/4312496,https://image.msscdn.net/images/goods_img/20240808/4312496/4312496_17569659977352_500.jpg
46,001002,썸머 빈티지 누아 체크 셔츠,https://www.musinsa.com/products/5157563,https://image.msscdn.net/images/goods_img/20250529/5157563/5157563_17485047179179_500.jpg
47,001002,체크 플란넬 셔츠 045910 [17color],https://www.musinsa.com/products/5522657,https://image.msscdn.net/images/goods_img/20250924/5522657/5522657_17617164872322_500.jpg
48,001002,크로셰 체크 오버핏 셔츠,https://www.musinsa.com/products/5368999,https://image.msscdn.net/images/goods_img/20250827/5368999/5368999_17568849498333_500.jpg
49,001002,코튼100 오버 핏 옥스포드 셔츠_화이트,https://www.musinsa.com/products/5085932,https://image.msscdn.net/images/goods_img/20250502/5085932/5085932_17461651891482_500.jpg
50,001002,고밀도 코튼 가먼트다잉 셔츠  애쉬,https://www.musinsa.com/products/4891917,https://image.msscdn.net/images/goods_img/20250313/4891917/4891917_17418256448494_500.jpg
51,001002,투포켓 빈티지 체크 셔츠 [브라운],https://www.musinsa.com/products/5304896,https://image.msscdn.net/images/goods_img/20250808/5304896/5304896_17579987544062_500.jpg
52,001002,빈티지 오버 듀플린 체크 셔츠 (차콜),https://www.musinsa.com/products/4425073,https://image.msscdn.net/images/goods_img/20240910/4425073/4425073_17273390280319_500.jpg
53,001002,레트로 오버핏 코튼 플란넬 포켓 체크 셔츠 [그린],https://www.musinsa.com/products/4705635,https://image.msscdn.net/images/goods_img/20250108/4705635/4705635_17610072012760_500.jpg
54,001002,솔리드 링클프리 루즈핏 무지 셔츠 소라,https://www.musinsa.com/products/3739931,https://image.msscdn.net/images/goods_img/20231130/3739931/3739931_17567897327017_500.jpg
55,001002,샴브레이 크롭 셔츠  스카이 블루,https://www.musinsa.com/products/5319290,https://image.msscdn.net/images/goods_img/20250813/5319290/5319290_17550607024035_500.jpg
